id,name,sector,image,deliveryTime,manual
lionx-digital-0019,Netflix Premium - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Netflix_2015_logo.svg,يدوي - فوري,True
lionx-digital-0020,Netflix Premium - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Netflix_2015_logo.svg,يدوي - فوري,True
lionx-digital-0021,Netflix Premium - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Netflix_2015_logo.svg,يدوي - فوري,True
lionx-digital-0022,Netflix Premium - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Netflix_2015_logo.svg,يدوي - فوري,True
lionx-digital-0023,Netflix Premium - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Netflix_2015_logo.svg,يدوي - فوري,True
lionx-digital-0024,Netflix Premium - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Netflix_2015_logo.svg,يدوي - فوري,True
lionx-digital-0025,Spotify Premium - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0026,Spotify Premium - 200,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0027,Spotify Premium - 300,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0028,Spotify Premium - 500,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0029,Spotify Premium - 1000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0030,Spotify Premium - 2000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0031,Spotify Premium - 3000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0032,Spotify Premium - 5000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0033,Spotify Premium - 10000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0034,Spotify Premium - 1 Month,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0035,Spotify Premium - 2 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0036,Spotify Premium - 3 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0037,Spotify Premium - 6 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0038,Spotify Premium - 12 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0039,Spotify Premium - Basic,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0040,Spotify Premium - Standard,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0041,Spotify Premium - Premium,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0042,Spotify Premium - VIP,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0043,Spotify Premium - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0044,Spotify Premium - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0045,Spotify Premium - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0046,Spotify Premium - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0047,Spotify Premium - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0048,Spotify Premium - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/26/Spotify_logo_with_text.svg,يدوي - فوري,True
lionx-digital-0049,YouTube Premium - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0050,YouTube Premium - 200,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0051,YouTube Premium - 300,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0052,YouTube Premium - 500,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0053,YouTube Premium - 1000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0054,YouTube Premium - 2000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0055,YouTube Premium - 3000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0056,YouTube Premium - 5000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0057,YouTube Premium - 10000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0058,YouTube Premium - 1 Month,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0059,YouTube Premium - 2 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0060,YouTube Premium - 3 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0061,YouTube Premium - 6 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0062,YouTube Premium - 12 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0063,YouTube Premium - Basic,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0064,YouTube Premium - Standard,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0065,YouTube Premium - Premium,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0066,YouTube Premium - VIP,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0067,YouTube Premium - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0068,YouTube Premium - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0069,YouTube Premium - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0070,YouTube Premium - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0071,YouTube Premium - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0072,YouTube Premium - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/e/ef/Youtube_logo.png,يدوي - فوري,True
lionx-digital-0073,ChatGPT Plus - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0074,ChatGPT Plus - 200,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0075,ChatGPT Plus - 300,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0076,ChatGPT Plus - 500,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0077,ChatGPT Plus - 1000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0078,ChatGPT Plus - 2000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0079,ChatGPT Plus - 3000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0080,ChatGPT Plus - 5000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0081,ChatGPT Plus - 10000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0082,ChatGPT Plus - 1 Month,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0083,ChatGPT Plus - 2 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0084,ChatGPT Plus - 3 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0085,ChatGPT Plus - 6 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0086,ChatGPT Plus - 12 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0087,ChatGPT Plus - Basic,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0088,ChatGPT Plus - Standard,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0089,ChatGPT Plus - Premium,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0090,ChatGPT Plus - VIP,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0091,ChatGPT Plus - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0092,ChatGPT Plus - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0093,ChatGPT Plus - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0094,ChatGPT Plus - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0095,ChatGPT Plus - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0096,ChatGPT Plus - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/04/ChatGPT_logo.svg,يدوي - فوري,True
lionx-digital-0097,Canva Pro - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0098,Canva Pro - 200,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0099,Canva Pro - 300,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0100,Canva Pro - 500,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0101,Canva Pro - 1000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0102,Canva Pro - 2000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0103,Canva Pro - 3000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0104,Canva Pro - 5000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0105,Canva Pro - 10000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0106,Canva Pro - 1 Month,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0107,Canva Pro - 2 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0108,Canva Pro - 3 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0109,Canva Pro - 6 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0110,Canva Pro - 12 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0111,Canva Pro - Basic,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0112,Canva Pro - Standard,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0113,Canva Pro - Premium,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0114,Canva Pro - VIP,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0115,Canva Pro - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0116,Canva Pro - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0117,Canva Pro - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0118,Canva Pro - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0119,Canva Pro - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0120,Canva Pro - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/0/08/Canva_logo_2021.svg,يدوي - فوري,True
lionx-digital-0121,Adobe Creative Cloud - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0122,Adobe Creative Cloud - 200,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0123,Adobe Creative Cloud - 300,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0124,Adobe Creative Cloud - 500,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0125,Adobe Creative Cloud - 1000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0126,Adobe Creative Cloud - 2000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0127,Adobe Creative Cloud - 3000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0128,Adobe Creative Cloud - 5000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0129,Adobe Creative Cloud - 10000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0130,Adobe Creative Cloud - 1 Month,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0131,Adobe Creative Cloud - 2 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0132,Adobe Creative Cloud - 3 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0133,Adobe Creative Cloud - 6 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0134,Adobe Creative Cloud - 12 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0135,Adobe Creative Cloud - Basic,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0136,Adobe Creative Cloud - Standard,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0137,Adobe Creative Cloud - Premium,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0138,Adobe Creative Cloud - VIP,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0139,Adobe Creative Cloud - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0140,Adobe Creative Cloud - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0141,Adobe Creative Cloud - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0142,Adobe Creative Cloud - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0143,Adobe Creative Cloud - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0144,Adobe Creative Cloud - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/a/af/Adobe_Creative_Cloud_rainbow_icon.svg,يدوي - فوري,True
lionx-digital-0145,Microsoft 365 - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0146,Microsoft 365 - 200,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0147,Microsoft 365 - 300,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0148,Microsoft 365 - 500,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0149,Microsoft 365 - 1000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0150,Microsoft 365 - 2000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0151,Microsoft 365 - 3000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0152,Microsoft 365 - 5000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0153,Microsoft 365 - 10000,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0154,Microsoft 365 - 1 Month,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0155,Microsoft 365 - 2 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0156,Microsoft 365 - 3 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0157,Microsoft 365 - 6 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0158,Microsoft 365 - 12 Months,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0159,Microsoft 365 - Basic,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0160,Microsoft 365 - Standard,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0161,Microsoft 365 - Premium,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0162,Microsoft 365 - VIP,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0163,Microsoft 365 - Family,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0164,Microsoft 365 - 10 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0165,Microsoft 365 - 20 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0166,Microsoft 365 - 50 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0167,Microsoft 365 - 100 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0168,Microsoft 365 - 200 USD,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/2/25/Microsoft_icon.svg,يدوي - فوري,True
lionx-digital-0169,Disney Plus - 100,DIGITAL,https://upload.wikimedia.org/wikipedia/commons/3/3e/Disney%2B_logo.svg,يدوي - فوري,True
